"rules","support","confidence","lift","conviction","lhs","rhs"
"{cuisine=German,occasion=Private Rooms Available} => {price=$15-$30}",0.000680810164095273,0.931506849315068,1.63990192326497,6.30682111712939,"cuisine=German,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Pacific New Wave,occasion=Weekend Lunch} => {price=$30-$50}",0.000560667193960813,0.554455445544555,2.22989991368777,1.68637256112552,"cuisine=Pacific New Wave,occasion=Weekend Lunch","price=$30-$50"
"{cuisine=Pacific New Wave,occasion=Weekend Lunch} => {style=none}",0.000630750593205915,0.623762376237624,1.24586577681105,1.32717776259011,"cuisine=Pacific New Wave,occasion=Weekend Lunch","style=none"
"{cuisine=Pacific New Wave,occasion=Weekend Brunch} => {price=$30-$50}",0.000630750593205915,0.557522123893805,2.24223343090949,1.69806029174718,"cuisine=Pacific New Wave,occasion=Weekend Brunch","price=$30-$50"
"{cuisine=Pacific New Wave,occasion=Weekend Brunch} => {style=none}",0.000750893563340375,0.663716814159292,1.32566838872646,1.48486224923448,"cuisine=Pacific New Wave,occasion=Weekend Brunch","style=none"
"{cuisine=Jewish,occasion=Catering for Special Events} => {style=Deli}",0.000510607623071455,0.490384615384615,91.7230445116681,1.95177317611732,"cuisine=Jewish,occasion=Catering for Special Events","style=Deli"
"{cuisine=Vietnamese,occasion=Weekend Lunch} => {style=none}",0.000670798249917402,1,1.99734037234787,NA,"cuisine=Vietnamese,occasion=Weekend Lunch","style=none"
"{cuisine=Vietnamese,occasion=Weekend Dining} => {style=none}",0.00126150118641183,0.818181818181818,1.63418757737553,2.74633814238944,"cuisine=Vietnamese,occasion=Weekend Dining","style=none"
"{cuisine=Vietnamese,occasion=Weekend Dining} => {price=$15-$30}",0.00084100079094122,0.545454545454545,0.960263425655159,0.950342908060592,"cuisine=Vietnamese,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Jewish,occasion=Open for Breakfast} => {price=below $15}",0.000550655279782942,0.82089552238806,5.11298738286616,4.68692327202705,"cuisine=Jewish,occasion=Open for Breakfast","price=below $15"
"{cuisine=Jewish,occasion=Catering for Special Events} => {price=below $15}",0.00090107227600845,0.865384615384615,5.39008984592359,6.23590644295283,"cuisine=Jewish,occasion=Catering for Special Events","price=below $15"
"{cuisine=Dim Sum,occasion=Weekend Lunch} => {style=none}",0.000670798249917402,0.736263736263736,1.47056928513525,1.89330887088969,"cuisine=Dim Sum,occasion=Weekend Lunch","style=none"
"{cuisine=Dim Sum,occasion=Weekend Lunch} => {price=$15-$30}",0.000510607623071455,0.56043956043956,0.986644288997334,0.982740961744476,"cuisine=Dim Sum,occasion=Weekend Lunch","price=$15-$30"
"{cuisine=Dim Sum,occasion=Private Parties} => {style=none}",0.000530631451427198,0.828125,1.65404749585058,2.90521720847809,"cuisine=Dim Sum,occasion=Private Parties","style=none"
"{cuisine=Dim Sum,occasion=Private Parties} => {price=$15-$30}",0.000590702936494428,0.921875,1.62294521679739,5.52926782871617,"cuisine=Dim Sum,occasion=Private Parties","price=$15-$30"
"{cuisine=Dim Sum,occasion=Private Rooms Available} => {style=none}",0.000810965048407605,0.880434782608696,1.75852793652367,4.17624973718725,"cuisine=Dim Sum,occasion=Private Rooms Available","style=none"
"{cuisine=Dim Sum,occasion=Private Rooms Available} => {price=$15-$30}",0.00078092930587399,0.847826086956522,1.49258336813791,2.83868660849268,"cuisine=Dim Sum,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Dim Sum,occasion=Weekend Dining} => {style=none}",0.000680810164095273,0.829268292682927,1.6563310404836,2.92467178799915,"cuisine=Dim Sum,occasion=Weekend Dining","style=none"
"{cuisine=Dim Sum,occasion=Weekend Dining} => {price=$15-$30}",0.000500595708893583,0.609756097560976,1.07346521160638,1.10693350086603,"cuisine=Dim Sum,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Hamburgers & Beer,occasion=After Hours Dining} => {price=$15-$30}",0.000590702936494428,0.776315789473684,1.36669070888201,1.93117810194131,"cuisine=Hamburgers & Beer,occasion=After Hours Dining","price=$15-$30"
"{cuisine=Hamburgers & Beer,occasion=Late Night Menu} => {price=$15-$30}",0.000590702936494428,0.776315789473684,1.36669070888201,1.93117810194131,"cuisine=Hamburgers & Beer,occasion=Late Night Menu","price=$15-$30"
"{cuisine=Hamburgers & Beer,occasion=Weekend Dining} => {price=$15-$30}",0.000570679108138685,0.703703703703704,1.23885837013536,1.45791241577477,"cuisine=Hamburgers & Beer,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Fountain and Ice Cream,occasion=Dining After the Theater} => {price=$15-$30}",0.000560667193960813,0.823529411764706,1.44980948579308,2.44785294500456,"cuisine=Fountain and Ice Cream,occasion=Dining After the Theater","price=$15-$30"
"{cuisine=Seafood,occasion=Dining After the Theater} => {price=$15-$30}",0.000881048447652707,0.778761061946903,1.37099556937197,1.9525227020154,"cuisine=Seafood,occasion=Dining After the Theater","price=$15-$30"
"{cuisine=Italian,occasion=Dining After the Theater} => {style=none}",0.000510607623071455,0.62962962962963,1.2575846788857,1.34820236080936,"cuisine=Italian,occasion=Dining After the Theater","style=none"
"{cuisine=Italian,occasion=Dining After the Theater} => {price=$15-$30}",0.000730869734984632,0.901234567901235,1.58660808806809,4.37373724732432,"cuisine=Italian,occasion=Dining After the Theater","price=$15-$30"
"{cuisine=American,occasion=Dining After the Theater} => {style=none}",0.00141167989907991,0.524163568773234,1.04693305762472,1.0493820458846,"cuisine=American,occasion=Dining After the Theater","style=none"
"{cuisine=American,occasion=Dining After the Theater} => {price=$15-$30}",0.00206245432064156,0.765799256505576,1.34817653192973,1.8444606224264,"cuisine=American,occasion=Dining After the Theater","price=$15-$30"
"{cuisine=Tapas,occasion=Weekend Brunch} => {price=$15-$30}",0.000750893563340375,1,1.76048294703446,NA,"cuisine=Tapas,occasion=Weekend Brunch","price=$15-$30"
"{cuisine=Tapas,occasion=Weekend Dining} => {price=$15-$30}",0.000630750593205915,0.84,1.47880567550894,2.69983780699032,"cuisine=Tapas,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Wine and Beer,occasion=Parties and Occasions} => {price=$30-$50}",0.00131156075730119,0.935714285714286,3.7632405303575,11.687730621662,"cuisine=Wine and Beer,occasion=Parties and Occasions","price=$30-$50"
"{cuisine=Fountain and Ice Cream,occasion=Parties and Occasions} => {price=$30-$50}",0.00131156075730119,0.935714285714286,3.7632405303575,11.687730621662,"cuisine=Fountain and Ice Cream,occasion=Parties and Occasions","price=$30-$50"
"{cuisine=French,occasion=Parties and Occasions} => {price=$30-$50}",0.001872227951262,0.954081632653061,3.83711002822712,16.3628228703268,"cuisine=French,occasion=Parties and Occasions","price=$30-$50"
"{cuisine=American,occasion=Parties and Occasions} => {price=$30-$50}",0.00112133438792163,0.918032786885246,3.6921293652863,9.1665201589892,"cuisine=American,occasion=Parties and Occasions","price=$30-$50"
"{cuisine=Greek,occasion=Entertainment} => {price=$15-$30}",0.000650774421561658,1,1.76048294703446,NA,"cuisine=Greek,occasion=Entertainment","price=$15-$30"
"{cuisine=Greek,occasion=Weekend Brunch} => {style=Cab}",0.000770917391696118,0.553956834532374,11.6190177635296,2.13504731921309,"cuisine=Greek,occasion=Weekend Brunch","style=Cab"
"{cuisine=Greek,occasion=Weekend Brunch} => {price=$15-$30}",0.00121144161552247,0.870503597122302,1.53250673806597,3.33579960152582,"cuisine=Greek,occasion=Weekend Brunch","price=$15-$30"
"{cuisine=Greek,occasion=Private Parties} => {price=$15-$30}",0.000620738679028043,0.953846153846154,1.67922988794056,9.35943773089979,"cuisine=Greek,occasion=Private Parties","price=$15-$30"
"{cuisine=Greek,occasion=Private Rooms Available} => {price=$15-$30}",0.000830988876763348,1,1.76048294703446,NA,"cuisine=Greek,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Caribbean,occasion=Dancing} => {style=none}",0.000520619537249327,0.928571428571429,1.85467320289445,6.9906789079004,"cuisine=Caribbean,occasion=Dancing","style=none"
"{cuisine=Caribbean,occasion=Catering for Special Events} => {style=none}",0.0006007148506723,0.895522388059702,1.78866302001302,4.77934170234007,"cuisine=Caribbean,occasion=Catering for Special Events","style=none"
"{cuisine=Caribbean,occasion=Catering for Special Events} => {price=$15-$30}",0.000550655279782942,0.82089552238806,1.44517256846112,2.41185510757802,"cuisine=Caribbean,occasion=Catering for Special Events","price=$15-$30"
"{cuisine=Caribbean,occasion=Entertainment} => {style=none}",0.000570679108138685,0.876923076923077,1.75151386498198,4.05709043762077,"cuisine=Caribbean,occasion=Entertainment","style=none"
"{cuisine=Caribbean,occasion=Entertainment} => {price=$15-$30}",0.000500595708893583,0.769230769230769,1.35421765156497,1.87188754617995,"cuisine=Caribbean,occasion=Entertainment","price=$15-$30"
"{cuisine=Caribbean,occasion=Dining Outdoors} => {style=none}",0.000590702936494428,0.830985915492958,1.65976171786654,2.95439406226743,"cuisine=Caribbean,occasion=Dining Outdoors","style=none"
"{cuisine=Caribbean,occasion=Dining Outdoors} => {price=$15-$30}",0.000520619537249327,0.732394366197183,1.28936779219425,1.61421881512684,"cuisine=Caribbean,occasion=Dining Outdoors","price=$15-$30"
"{cuisine=Caribbean,occasion=Takeout Available} => {price=$15-$30}",0.000610726764850172,0.924242424242424,1.62711302680458,5.70205744836356,"cuisine=Caribbean,occasion=Takeout Available","price=$15-$30"
"{cuisine=Caribbean,occasion=Private Parties} => {style=none}",0.00054064336560507,1,1.99734037234787,NA,"cuisine=Caribbean,occasion=Private Parties","style=none"
"{cuisine=Caribbean,occasion=Private Rooms Available} => {style=none}",0.00054064336560507,0.73972602739726,1.47748465899706,1.9184945875065,"cuisine=Caribbean,occasion=Private Rooms Available","style=none"
"{cuisine=Caribbean,occasion=Private Rooms Available} => {price=$15-$30}",0.000570679108138685,0.780821917808219,1.37462367097211,1.97088159910293,"cuisine=Caribbean,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Caribbean,occasion=Weekend Dining} => {style=none}",0.000991179503609295,0.860869565217391,1.71944953793425,3.5889646178953,"cuisine=Caribbean,occasion=Weekend Dining","style=none"
"{cuisine=Caribbean,occasion=Weekend Dining} => {price=$15-$30}",0.000881048447652707,0.765217391304348,1.3471521681655,1.83988946846748,"cuisine=Caribbean,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Creole,occasion=Weekend Brunch} => {price=below $15}",0.000941119932719937,0.803418803418803,5.00413279522783,4.27024028158726,"cuisine=Creole,occasion=Weekend Brunch","price=below $15"
"{cuisine=Creole,occasion=Takeout Available} => {price=below $15}",0.000560667193960813,0.602150537634409,3.75052368729498,2.10996626526107,"cuisine=Creole,occasion=Takeout Available","price=below $15"
"{cuisine=Creole,occasion=Takeout Available} => {style=none}",0.000610726764850172,0.655913978494624,1.31008347003463,1.45119004114897,"cuisine=Creole,occasion=Takeout Available","style=none"
"{cuisine=Creole,occasion=Private Rooms Available} => {price=$15-$30}",0.000630750593205915,0.940298507462687,1.65537948751001,7.23556532273407,"cuisine=Creole,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Creole,occasion=Weekend Dining} => {style=none}",0.000510607623071455,0.728571428571429,1.45520512842488,1.83965234418432,"cuisine=Creole,occasion=Weekend Dining","style=none"
"{cuisine=Creole,occasion=Weekend Dining} => {price=$15-$30}",0.000510607623071455,0.728571428571429,1.28263757569653,1.59148333885745,"cuisine=Creole,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Indian,occasion=Catering for Special Events} => {style=none}",0.000690822078273145,0.884615384615385,1.76687802169235,4.32756313346215,"cuisine=Indian,occasion=Catering for Special Events","style=none"
"{cuisine=Indian,occasion=Prix Fixe Menus} => {style=none}",0.000610726764850172,0.871428571428571,1.74053946733172,3.88371050438911,"cuisine=Indian,occasion=Prix Fixe Menus","style=none"
"{cuisine=Indian,occasion=Delivery Available} => {style=none}",0.000590702936494428,1,1.99734037234787,NA,"cuisine=Indian,occasion=Delivery Available","style=none"
"{cuisine=Indian,occasion=Private Parties} => {style=none}",0.000640762507383787,1,1.99734037234787,NA,"cuisine=Indian,occasion=Private Parties","style=none"
"{cuisine=Indian,occasion=Private Parties} => {price=$15-$30}",0.00054064336560507,0.84375,1.48540748656032,2.76463391435809,"cuisine=Indian,occasion=Private Parties","price=$15-$30"
"{cuisine=Indian,occasion=Private Rooms Available} => {style=none}",0.000550655279782942,0.932203389830508,1.86192746574802,7.36517956368078,"cuisine=Indian,occasion=Private Rooms Available","style=none"
"{cuisine=Indian,occasion=Weekend Dining} => {style=none}",0.0017320611527718,0.950549450549451,1.8985707934955,10.0976473114117,"cuisine=Indian,occasion=Weekend Dining","style=none"
"{cuisine=Indian,occasion=Weekend Dining} => {price=$15-$30}",0.00121144161552247,0.664835164835165,1.17043097028115,1.28884060556653,"cuisine=Indian,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Cajun,occasion=Open on Sundays} => {style=none}",0.000590702936494428,1,1.99734037234787,NA,"cuisine=Cajun,occasion=Open on Sundays","style=none"
"{cuisine=Fountain and Ice Cream,occasion=Open on Sundays} => {style=Coffee Shops}",0.000570679108138685,0.780821917808219,48.8654598825832,4.48959574393528,"cuisine=Fountain and Ice Cream,occasion=Open on Sundays","style=Coffee Shops"
"{cuisine=Chinese,occasion=Open on Sundays} => {style=none}",0.00072085782080676,1,1.99734037234787,NA,"cuisine=Chinese,occasion=Open on Sundays","style=none"
"{cuisine=Fountain and Ice Cream,occasion=Open on Sundays} => {price=below $15}",0.000730869734984632,1,6.2285482664006,NA,"cuisine=Fountain and Ice Cream,occasion=Open on Sundays","price=below $15"
"{cuisine=Seafood,occasion=Open on Sundays} => {style=none}",0.000861024619296963,0.86,1.71771272021917,3.56667291219409,"cuisine=Seafood,occasion=Open on Sundays","style=none"
"{cuisine=Seafood,occasion=Open on Sundays} => {price=$15-$30}",0.00054064336560507,0.54,0.950660791398608,0.93907401982272,"cuisine=Seafood,occasion=Open on Sundays","price=$15-$30"
"{cuisine=French,occasion=Open on Sundays} => {style=none}",0.000800953134229733,0.952380952380952,1.90222892604559,10.4860183618506,"cuisine=French,occasion=Open on Sundays","style=none"
"{cuisine=American,occasion=Open on Sundays} => {price=below $15}",0.000851012705119092,0.491329479768786,3.06026937944538,1.65028031084263,"cuisine=American,occasion=Open on Sundays","price=below $15"
"{cuisine=Italian,occasion=Open on Sundays} => {style=none}",0.00172204923859393,0.89119170984456,1.78001318157427,4.58911914702305,"cuisine=Italian,occasion=Open on Sundays","style=none"
"{cuisine=Italian,occasion=Open on Sundays} => {price=$15-$30}",0.00145172755579139,0.751295336787565,1.32264262860102,1.73689565583044,"cuisine=Italian,occasion=Open on Sundays","price=$15-$30"
"{cuisine=American,occasion=Open on Sundays} => {style=none}",0.00107127481703227,0.61849710982659,1.23534924763712,1.30886087777789,"cuisine=American,occasion=Open on Sundays","style=none"
"{cuisine=Cajun,occasion=Open on Mondays} => {style=none}",0.000590702936494428,1,1.99734037234787,NA,"cuisine=Cajun,occasion=Open on Mondays","style=none"
"{cuisine=Fountain and Ice Cream,occasion=Open on Mondays} => {style=Coffee Shops}",0.000570679108138685,0.780821917808219,48.8654598825832,4.48959574393528,"cuisine=Fountain and Ice Cream,occasion=Open on Mondays","style=Coffee Shops"
"{cuisine=Chinese,occasion=Open on Mondays} => {style=none}",0.00072085782080676,1,1.99734037234787,NA,"cuisine=Chinese,occasion=Open on Mondays","style=none"
"{cuisine=Fountain and Ice Cream,occasion=Open on Mondays} => {price=below $15}",0.000730869734984632,1,6.2285482664006,NA,"cuisine=Fountain and Ice Cream,occasion=Open on Mondays","price=below $15"
"{cuisine=Seafood,occasion=Open on Mondays} => {style=none}",0.000861024619296963,0.86,1.71771272021917,3.56667291219409,"cuisine=Seafood,occasion=Open on Mondays","style=none"
"{cuisine=Seafood,occasion=Open on Mondays} => {price=$15-$30}",0.00054064336560507,0.54,0.950660791398608,0.93907401982272,"cuisine=Seafood,occasion=Open on Mondays","price=$15-$30"
"{cuisine=French,occasion=Open on Mondays} => {style=none}",0.000800953134229733,0.952380952380952,1.90222892604559,10.4860183618506,"cuisine=French,occasion=Open on Mondays","style=none"
"{cuisine=American,occasion=Open on Mondays} => {price=below $15}",0.000851012705119092,0.491329479768786,3.06026937944538,1.65028031084263,"cuisine=American,occasion=Open on Mondays","price=below $15"
"{cuisine=Italian,occasion=Open on Mondays} => {style=none}",0.00172204923859393,0.89119170984456,1.78001318157427,4.58911914702305,"cuisine=Italian,occasion=Open on Mondays","style=none"
"{cuisine=Italian,occasion=Open on Mondays} => {price=$15-$30}",0.00145172755579139,0.751295336787565,1.32264262860102,1.73689565583044,"cuisine=Italian,occasion=Open on Mondays","price=$15-$30"
"{cuisine=American,occasion=Open on Mondays} => {style=none}",0.00107127481703227,0.61849710982659,1.23534924763712,1.30886087777789,"cuisine=American,occasion=Open on Mondays","style=none"
"{cuisine=Coffee and Dessert,occasion=Fine for Dining Alone} => {price=$15-$30}",0.000550655279782942,0.846153846153846,1.48963941672146,2.80783131926993,"cuisine=Coffee and Dessert,occasion=Fine for Dining Alone","price=$15-$30"
"{cuisine=Coffee and Dessert,occasion=Open for Breakfast} => {price=$15-$30}",0.000620738679028043,0.666666666666667,1.17365529802297,1.29592214735535,"cuisine=Coffee and Dessert,occasion=Open for Breakfast","price=$15-$30"
"{cuisine=Coffee and Dessert,occasion=Special Brunch Menu} => {price=$15-$30}",0.000580691022316557,0.805555555555556,1.41816681844442,2.22158082403775,"cuisine=Coffee and Dessert,occasion=Special Brunch Menu","price=$15-$30"
"{cuisine=Coffee and Dessert,occasion=Delivery Available} => {price=$15-$30}",0.000580691022316557,0.805555555555556,1.41816681844442,2.22158082403775,"cuisine=Coffee and Dessert,occasion=Delivery Available","price=$15-$30"
"{cuisine=Coffee and Dessert,occasion=Takeout Available} => {price=$15-$30}",0.000580691022316557,0.805555555555556,1.41816681844442,2.22158082403775,"cuisine=Coffee and Dessert,occasion=Takeout Available","price=$15-$30"
"{cuisine=Coffee and Dessert,occasion=Weekend Dining} => {price=$15-$30}",0.000570679108138685,0.74025974025974,1.30321464910343,1.66310008910604,"cuisine=Coffee and Dessert,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Spanish,occasion=Entertainment} => {style=none}",0.00072085782080676,0.847058823529412,1.69186478598878,3.2648775119315,"cuisine=Spanish,occasion=Entertainment","style=none"
"{cuisine=Spanish,occasion=Entertainment} => {price=$15-$30}",0.000700833992451017,0.823529411764706,1.44980948579308,2.44785294500455,"cuisine=Spanish,occasion=Entertainment","price=$15-$30"
"{cuisine=Spanish,occasion=Weekend Brunch} => {style=none}",0.000520619537249327,0.597701149425287,1.19381263634585,1.24120217344354,"cuisine=Spanish,occasion=Weekend Brunch","style=none"
"{cuisine=Spanish,occasion=Weekend Brunch} => {price=$15-$30}",0.00084100079094122,0.96551724137931,1.69977663851603,12.5272474244351,"cuisine=Spanish,occasion=Weekend Brunch","price=$15-$30"
"{cuisine=Spanish,occasion=Takeout Available} => {style=none}",0.000590702936494428,0.728395061728395,1.45485286380894,1.83845776474004,"cuisine=Spanish,occasion=Takeout Available","style=none"
"{cuisine=Spanish,occasion=Takeout Available} => {price=$15-$30}",0.000630750593205915,0.777777777777778,1.36926451436013,1.94388322103303,"cuisine=Spanish,occasion=Takeout Available","price=$15-$30"
"{cuisine=Spanish,occasion=Private Parties} => {style=none}",0.000640762507383787,0.680851063829787,1.35989131734323,1.56458051748247,"cuisine=Spanish,occasion=Private Parties","style=none"
"{cuisine=Spanish,occasion=Private Parties} => {price=$15-$30}",0.000730869734984632,0.776595744680851,1.36718356525016,1.93359812462545,"cuisine=Spanish,occasion=Private Parties","price=$15-$30"
"{cuisine=Spanish,occasion=Private Rooms Available} => {style=none}",0.000570679108138685,0.619565217391304,1.23748262199814,1.31253563168742,"cuisine=Spanish,occasion=Private Rooms Available","style=none"
"{cuisine=Spanish,occasion=Private Rooms Available} => {price=$15-$30}",0.000710845906628888,0.771739130434783,1.35863357868964,1.89245773899512,"cuisine=Spanish,occasion=Private Rooms Available","price=$15-$30"
"{cuisine=Spanish,occasion=Weekend Dining} => {style=none}",0.000800953134229733,0.650406504065041,1.29908316900675,1.42832808251121,"cuisine=Spanish,occasion=Weekend Dining","style=none"
"{cuisine=Spanish,occasion=Weekend Dining} => {price=$15-$30}",0.00112133438792163,0.910569105691057,1.60304138266552,4.83025527650632,"cuisine=Spanish,occasion=Weekend Dining","price=$15-$30"
"{cuisine=Chinese,occasion=Long Drive} => {style=none}",0.000500595708893583,0.87719298245614,1.75205295819989,4.06600711990125,"cuisine=Chinese,occasion=Long Drive","style=none"
"{cuisine=Chinese,occasion=Long Drive} => {price=$15-$30}",0.000570679108138685,1,1.76048294703446,NA,"cuisine=Chinese,occasion=Long Drive","price=$15-$30"
"{cuisine=French,occasion=Long Drive} => {style=none}",0.00169201349606031,0.800947867298578,1.59976551150138,2.50855994824317,"cuisine=French,occasion=Long Drive","style=none"
"{cuisine=Italian,occasion=Long Drive} => {style=none}",0.00198235900721859,0.801619433198381,1.60110685718574,2.51705202660554,"cuisine=Italian,occasion=Long Drive","style=none"
"{cuisine=Italian,occasion=Long Drive} => {price=$15-$30}",0.00191227560797349,0.773279352226721,1.36134511288899,1.9053141095046,"cuisine=Italian,occasion=Long Drive","price=$15-$30"
